,id,created_at,text,retweet_count,favorite_count,URL,texto
1503,731951416399540224,2016-05-15 20:56:31,RT @JuanManSantos: Esta tarde a las 6pm se dará otra buena noticia desde La Habana. #GanandoLaPaz,346,0,[],RT @JuanManSantos: Esta tarde a las 6pm se dará otra buena noticia desde La Habana. #GanandoLaPaz
1396,740035008862248960,2016-06-07 04:17:49,RT @JuanManSantos: #LaPazEsPosible y no la dejaremos escapar. Gran mensaje del grupo ciudadano @todosxlapazcol. ¡La paz es de todos! https:…,299,0,[],RT @JuanManSantos: #LaPazEsPosible y no la dejaremos escapar. Gran mensaje del grupo ciudadano @todosxlapazcol. ¡La paz es de todos! 
1525,730075972532375552,2016-05-10 16:44:10,"RT @subcantante: La #ResistenciaCivil que propone el inombrable es la resistencia al diálogo, al entendimiento, a la reparación, al perdón…",272,0,[],"RT @subcantante: La #ResistenciaCivil que propone el inombrable es la resistencia al diálogo, al entendimiento, a la reparación, al perdón…"
1398,739635512923848705,2016-06-06 01:50:22,"RT @ismene2: Ve, si piensan que la paz es falsa les recuerdo que la peor realidad es la guerra .",239,0,[],"RT @ismene2: Ve, si piensan que la paz es falsa les recuerdo que la peor realidad es la guerra ."
1300,746173573665013761,2016-06-24 02:50:17,RT @samuelazout: Los acuerdos se firman en el escritorio y la paz se construye en el territorio. Llegó el momento  de construir paz.,207,0,[],RT @samuelazout: Los acuerdos se firman en el escritorio y la paz se construye en el territorio. Llegó el momento  de construir paz.
1301,746151736121888768,2016-06-24 01:23:31,RT @ivanmarulanda: Humberto De La Calle y Sergio Jaramillo merecen aplauso y gratitud. Dirigieron diálogos con las FARC con sabiduría. Los…,121,0,[],RT @ivanmarulanda: Humberto De La Calle y Sergio Jaramillo merecen aplauso y gratitud. Dirigieron diálogos con las FARC con sabiduría. Los…
1416,737827225890852864,2016-06-01 02:04:53,"RT @ComisionadoPaz: ""En el acuerdo quedo expresó que las Farc tienen que reparar materialmente a las víctimas"" (Humberto de la Calle) https…",94,0,[],"RT @ComisionadoPaz: ""En el acuerdo quedo expresó que las Farc tienen que reparar materialmente a las víctimas"" (Humberto de la Calle) "
1532,728276703672451072,2016-05-05 17:34:31,"RT @infopresidencia: ""El perdón no cambia el pasado, pero puede cambiar el futuro"": @SigifredoLopez #ForoReconciliación https://t.co/68UQmz…",57,0,"[('https://t.co/68UQmz…', '', 'https://t.co/68UQmz…', '')]","RT @infopresidencia: ""El perdón no cambia el pasado, pero puede cambiar el futuro"": @SigifredoLopez #ForoReconciliación "
1257,751508540737585153,2016-07-08 20:09:33,RT @ConlaOrejaRoja: Esta es la receta que propone @UnCaricaturista para alimentar el país del futuro. #ConLaOrejaRoja  #AdiosALaGuerra http…,45,0,[],RT @ConlaOrejaRoja: Esta es la receta que propone @UnCaricaturista para alimentar el país del futuro. #ConLaOrejaRoja  #AdiosALaGuerra 
1391,740537573681029120,2016-06-08 13:34:50,RT @infopresidencia: La justicia ha fallado el 95% de sentencias de restitución en favor de las víctimas #RestituirEsPaz https://t.co/ftpN4…,41,0,"[('https://t.co/ftpN4…', '', 'https://t.co/ftpN4…', '')]",RT @infopresidencia: La justicia ha fallado el 95% de sentencias de restitución en favor de las víctimas #RestituirEsPaz 
