,created_at,favorite_count,followers_count,id_str,in_reply_to_screen_name,retweet_count,screen_name,text,URL,texto
943,2016-03-25 06:19:23,0,1411,713248898735845376,,75849,123SalvoPatria,"RT @geopolytica: #Cuba En 57 años de historia de revolución de #Castro, nos ha enseñado a: Multiplicar los pobres para repartir igualitaria…",[],"RT @geopolytica: #Cuba En 57 años de historia de revolución de #Castro, nos ha enseñado a: Multiplicar los pobres para repartir igualitaria…"
826,2016-04-13 02:38:38,0,1411,720078715007451136,,1627,123SalvoPatria,RT @AlvaroUribeVel: Para comprar a Daniel Coronel este precio ha sido pagado por Santos https://t.co/iuqy2NH8SE,"[('https://t.co/iuqy2NH8SE', '', 'https://t.co/iuqy2NH8SE', '')]",RT @AlvaroUribeVel: Para comprar a Daniel Coronel este precio ha sido pagado por Santos 
804,2016-04-25 22:20:17,0,1411,724724739244175360,,1583,123SalvoPatria,RT @HassNassar: Otro día entreviste una señora que me dijo que en gobierno Santos corrían rios de mermelada. Luego la vi apoyar la reelecci…,[],RT @HassNassar: Otro día entreviste una señora que me dijo que en gobierno Santos corrían rios de mermelada. Luego la vi apoyar la reelecci…
865,2016-04-03 11:34:32,0,1411,716589699570208768,,1538,123SalvoPatria,"RT @HassNassar: Resumen: Fracasó tanto la marcha que sus críticos no han parado de hablar, trinar y escribir columnas sobre ese tema.",[],"RT @HassNassar: Resumen: Fracasó tanto la marcha que sus críticos no han parado de hablar, trinar y escribir columnas sobre ese tema."
853,2016-04-04 21:56:18,0,1411,717108558773547008,,1425,123SalvoPatria,RT @CNNEE: #Colombia: Miles de manifestantes en 20 ciudades protestaron contra el gobierno de Santos https://t.co/ID4vspEOnE https://t.co/m…,"[('https://t.co/ID4vspEOnE', '', 'https://t.co/ID4vspEOnE', ''), ('https://t.co/m…', '', 'https://t.co/m…', '')]",RT @CNNEE: #Colombia: Miles de manifestantes en 20 ciudades protestaron contra el gobierno de Santos  
959,2016-03-23 16:58:36,0,1411,712684988488146944,,1358,123SalvoPatria,RT @mgomezmartinez: Que alguien me explique por qué los de Bruselas son terroristas y los del Nogal son ideólogos que merecen impunidad.,[],RT @mgomezmartinez: Que alguien me explique por qué los de Bruselas son terroristas y los del Nogal son ideólogos que merecen impunidad.
893,2016-03-29 05:26:37,0,1411,714685170230681600,,883,123SalvoPatria,"RT @CGurisattiNTN24: Los países atacados por ISIS negociarán, se tomarán fotos tipo Kerry, les harán una justicia especial? Eso es lo q apl…",[],"RT @CGurisattiNTN24: Los países atacados por ISIS negociarán, se tomarán fotos tipo Kerry, les harán una justicia especial? Eso es lo q apl…"
805,2016-04-25 22:20:15,0,1411,724724731891601408,,850,123SalvoPatria,RT @HassNassar: Un día entreviste un guajiro en TV. Me dijo que gobierno Santos era el peor en política minero-energética. Al día siguiente…,[],RT @HassNassar: Un día entreviste un guajiro en TV. Me dijo que gobierno Santos era el peor en política minero-energética. Al día siguiente…
806,2016-04-25 22:20:14,0,1411,724724726996865024,,751,123SalvoPatria,RT @HassNassar: Cuando no hay coherencia política se critica la mermelada pero se aceptan los ministerios.,[],RT @HassNassar: Cuando no hay coherencia política se critica la mermelada pero se aceptan los ministerios.
879,2016-04-01 12:46:01,0,1411,715882911388590080,,742,123SalvoPatria,RT @NoticiasRCN: #SíoNo ¿Piensa usted participar en la marcha convocada por los uribistas para protestar contra el gobierno Santos?,[],RT @NoticiasRCN: #SíoNo ¿Piensa usted participar en la marcha convocada por los uribistas para protestar contra el gobierno Santos?
